,userid,productid,main_category,sub_category,rating
4537,84783,msh225486,men's shoes,Formal Shoes,3.6
4538,36021,msh124358,men's shoes,Formal Shoes,2.8
4539,36086,mcl079469,men's clothing,Innerwear,4.8
4540,14166,wcl172812,women's clothing,Western Wear,3.7
4541,20401,acs096555,accessories,Jewellery,1.9
4542,83259,wcl068729,women's clothing,Clothing,2.9
4543,76548,acs117628,accessories,Bags & Luggage,4.7
4544,49808,str182263,stores,Men's Fashion,4.0
4545,82420,msh110912,men's shoes,Casual Shoes,4.9
4546,90470,wcl128952,women's clothing,Western Wear,4.7
4547,19665,bth204823,beauty & health,Household Supplies,4.0
4548,61386,tvc139181,"tv, audio & cameras",Camera Accessories,4.7
4549,39645,msh200112,men's shoes,Formal Shoes,4.2
4550,75387,mcl089042,men's clothing,Shirts,4.6
4551,10107,wcl106599,women's clothing,Clothing,1.2
4552,13733,tvc199441,"tv, audio & cameras",Headphones,3.5
4553,84955,wcl088624,women's clothing,Clothing,4.2
4554,55167,msh125324,men's shoes,Casual Shoes,4.6
4555,50165,bth210814,beauty & health,Health & Personal Care,1.4
4556,88892,mcl086490,men's clothing,T-shirts & Polos,4.8
4557,19844,tvc211271,"tv, audio & cameras",Camera Accessories,3.5
4558,75814,str114549,stores,Men's Fashion,2.1
4559,56404,msh100651,men's shoes,Casual Shoes,2.0
4560,81520,wcl046455,women's clothing,Western Wear,4.2
4561,78426,hkt127211,home & kitchen,Home Storage,1.2
4562,75332,acs184724,accessories,Fashion & Silver Jewellery,2.3
4563,32903,mcl027046,men's clothing,Innerwear,4.0
4564,21014,tvc236662,"tv, audio & cameras",Home Entertainment Systems,1.5
4565,31956,wcl117155,women's clothing,Ethnic Wear,4.0
4566,19288,msh216281,men's shoes,Sports Shoes,1.1
4567,20496,bag137726,bags & luggage,Backpacks,4.3
4568,69326,wcl071018,women's clothing,Ethnic Wear,3.6
4569,87935,app140670,appliances,Heating & Cooling Appliances,1.5
4570,92315,acs047816,accessories,Bags & Luggage,2.2
4571,47718,cmb104229,car & motorbike,Car Parts,4.6
4572,60163,acs238483,accessories,Watches,2.4
4573,57276,hkt233887,home & kitchen,Furniture,1.7
4574,74584,acs223385,accessories,Fashion & Silver Jewellery,2.5
4575,62981,tvc024078,"tv, audio & cameras",Security Cameras,4.7
4576,23598,spf111838,sports & fitness,Strength Training,3.9
4577,45597,wcl207251,women's clothing,Clothing,3.8
4578,57276,acs239575,accessories,Watches,2.3
4579,51068,wcl150642,women's clothing,Clothing,2.3
4580,56652,wcl217947,women's clothing,Clothing,3.2
4581,36579,tvc124020,"tv, audio & cameras",Cameras,2.7
4582,48482,wcl136548,women's clothing,Clothing,3.9
4583,54861,tvc149144,"tv, audio & cameras",Headphones,3.3
4584,60421,wcl159097,women's clothing,Clothing,1.6
4585,83057,mcl236730,men's clothing,T-shirts & Polos,1.5
4586,96053,tvc189846,"tv, audio & cameras",Security Cameras,2.0
4587,11375,acs042476,accessories,Handbags & Clutches,2.5
4588,28495,str027828,stores,Men's Fashion,3.9
4589,18123,hkt200216,home & kitchen,Home Furnishing,2.4
4590,71336,wcl233307,women's clothing,Lingerie & Nightwear,1.5
4591,35095,tvc229973,"tv, audio & cameras",Security Cameras,3.9
4592,54979,acs168083,accessories,Bags & Luggage,3.7
4593,91100,wcl051503,women's clothing,Ethnic Wear,2.2
4594,90742,acs064808,accessories,Watches,1.9
4595,66633,wcl217925,women's clothing,Lingerie & Nightwear,2.0
4596,74166,acs032668,accessories,Bags & Luggage,2.5
4597,87368,hkt257649,home & kitchen,Kitchen Storage & Containers,4.1
4598,24700,hkt152837,home & kitchen,Indoor Lighting,1.1
4599,83108,bth036720,beauty & health,Beauty & Grooming,1.6
4600,69768,cmb075479,car & motorbike,Motorbike Accessories & Parts,2.0
4601,39859,app214716,appliances,Kitchen & Home Appliances,3.6
4602,41342,acs170782,accessories,Jewellery,1.1
4603,25870,acs165543,accessories,Bags & Luggage,4.5
4604,99043,mcl226095,men's clothing,Jeans,3.8
4605,94475,ind179488,industrial supplies,"Test, Measure & Inspect",2.6
4606,96548,mcl254746,men's clothing,T-shirts & Polos,4.3
4607,39656,acs197145,accessories,Fashion & Silver Jewellery,3.5
4608,51204,mcl173740,men's clothing,Innerwear,4.7
4609,90341,wcl233498,women's clothing,Western Wear,3.0
4610,94703,wcl097945,women's clothing,Lingerie & Nightwear,3.0
4611,64560,tvc156565,"tv, audio & cameras",Cameras,1.2
4612,15030,mcl202005,men's clothing,Innerwear,1.3
4613,69447,acs188551,accessories,Bags & Luggage,4.2
4614,42935,str157644,stores,Women's Fashion,1.4
4615,44971,acs212134,accessories,Bags & Luggage,1.8
4616,57869,tvc111261,"tv, audio & cameras",Security Cameras,2.0
4617,15493,acs086986,accessories,Bags & Luggage,3.7
4618,45358,mcl230037,men's clothing,Shirts,2.3
4619,70602,acs093759,accessories,Watches,4.5
4620,86619,tbp128184,toys & baby products,"Baby Bath, Skin & Grooming",4.5
4621,91239,tvc136107,"tv, audio & cameras",Cameras,4.9
4622,92602,mcl061332,men's clothing,Shirts,3.3
4623,28989,app166352,appliances,Kitchen & Home Appliances,3.7
4624,63521,wcl190581,women's clothing,Western Wear,4.7
4625,49227,cmb101124,car & motorbike,Car Accessories,3.9
4626,59263,wsh212155,women's shoes,Ballerinas,1.7
4627,35466,spf099026,sports & fitness,Fitness Accessories,2.8
4628,56789,kfa143232,kids' fashion,Kids' Clothing,1.4
4629,70976,acs069135,accessories,Fashion & Silver Jewellery,1.2
4630,62922,msh188136,men's shoes,Sports Shoes,1.4
4631,74804,wcl119567,women's clothing,Western Wear,4.4
4632,81732,kfa202704,kids' fashion,Baby Fashion,2.5
4633,93374,wcl058569,women's clothing,Clothing,3.5
4634,40548,msh156488,men's shoes,Casual Shoes,4.3
4635,14927,msh210819,men's shoes,Sports Shoes,4.1
4636,38333,bth222776,beauty & health,Diet & Nutrition,4.3
4637,63436,bag223169,bags & luggage,Travel Accessories,4.4
4638,26027,kfa265628,kids' fashion,Baby Fashion,3.4
4639,71370,mcl230467,men's clothing,T-shirts & Polos,2.4
4640,40601,acs080254,accessories,Watches,2.1
4641,23445,hkt200920,home & kitchen,Home Storage,1.6
4642,54238,msh053388,men's shoes,Sports Shoes,1.5
4643,74187,acs018548,accessories,Bags & Luggage,4.8
4644,38502,tvc103222,"tv, audio & cameras",Cameras,1.2
4645,51765,acs242337,accessories,Watches,3.2
4646,97697,app187498,appliances,Kitchen & Home Appliances,1.3
4647,61311,wcl174051,women's clothing,Western Wear,3.1
4648,39917,mcl032330,men's clothing,Shirts,3.6
4649,44968,wcl178035,women's clothing,Ethnic Wear,4.8
4650,82807,acs109599,accessories,Bags & Luggage,2.3
4651,55994,wcl202213,women's clothing,Western Wear,4.0
4652,57890,wcl099047,women's clothing,Lingerie & Nightwear,3.3
4653,81910,tvc063276,"tv, audio & cameras",Home Entertainment Systems,2.7
4654,35262,acs012738,accessories,Jewellery,4.8
4655,28495,str131729,stores,Men's Fashion,4.2
4656,61934,bth206952,beauty & health,Household Supplies,1.4
4657,97743,acs093575,accessories,Bags & Luggage,3.4
4658,78186,app103523,appliances,Kitchen & Home Appliances,4.4
4659,19795,acs261663,accessories,Bags & Luggage,4.5
4660,26930,msh122435,men's shoes,Sports Shoes,2.7
4661,92875,acs078211,accessories,Bags & Luggage,3.8
4662,60650,acs004120,accessories,Bags & Luggage,1.7
4663,73392,wsh088842,women's shoes,Shoes,4.9
4664,48980,app049604,appliances,Heating & Cooling Appliances,3.4
4665,45022,acs244258,accessories,Watches,1.8
4666,12004,bag200569,bags & luggage,Travel Accessories,3.1
4667,49635,str079417,stores,Sportswear,3.8
4668,61995,pet202097,pet supplies,Dog supplies,1.8
4669,11778,acs144528,accessories,Fashion & Silver Jewellery,3.6
4670,24894,str086293,stores,Men's Fashion,4.5
4671,91410,acs161941,accessories,Bags & Luggage,3.5
4672,82830,mcl106899,men's clothing,Innerwear,3.4
4673,86960,wcl040681,women's clothing,Ethnic Wear,1.7
4674,84882,bth249786,beauty & health,Personal Care Appliances,4.5
4675,43618,wcl106037,women's clothing,Ethnic Wear,1.3
4676,80015,acs251097,accessories,Jewellery,2.8
4677,31202,wcl219043,women's clothing,Ethnic Wear,4.3
4678,55419,wcl014024,women's clothing,Western Wear,1.3
4679,57730,tvc067477,"tv, audio & cameras",Home Entertainment Systems,4.4
4680,39924,ind158324,industrial supplies,Lab & Scientific,3.6
4681,87672,acs229110,accessories,Bags & Luggage,2.9
4682,19974,msh002974,men's shoes,Casual Shoes,3.8
4683,80575,acs164696,accessories,Fashion & Silver Jewellery,2.8
4684,14907,hkt066192,home & kitchen,Furniture,2.6
4685,29601,app014209,appliances,Heating & Cooling Appliances,1.3
4686,91239,wcl016313,women's clothing,Western Wear,4.5
4687,69447,app004137,appliances,Heating & Cooling Appliances,1.9
4688,33514,mcl105768,men's clothing,Shirts,1.8
4689,36634,str205017,stores,Men's Fashion,1.3
4690,63521,tvc090612,"tv, audio & cameras",Cameras,2.0
4691,52030,msh163439,men's shoes,Sports Shoes,4.9
4692,91682,msh156246,men's shoes,Casual Shoes,3.5
4693,36424,app088095,appliances,Kitchen & Home Appliances,2.9
4694,47985,tvc034024,"tv, audio & cameras",Home Entertainment Systems,4.0
4695,84999,tvc060324,"tv, audio & cameras",Cameras,3.0
4696,82329,wcl085848,women's clothing,Lingerie & Nightwear,5.0
4697,26068,tvc246472,"tv, audio & cameras",Home Entertainment Systems,2.7
4698,90408,wcl169919,women's clothing,Lingerie & Nightwear,3.2
4699,37260,acs119613,accessories,Handbags & Clutches,2.4
4700,60227,acs131605,accessories,Fashion & Silver Jewellery,4.8
4701,20690,acs153479,accessories,Watches,4.6
4702,97242,app137426,appliances,Heating & Cooling Appliances,4.0
4703,17361,acs265042,accessories,Fashion & Silver Jewellery,2.1
4704,59007,mcl259456,men's clothing,Jeans,4.2
4705,98975,tvc147686,"tv, audio & cameras",Speakers,3.1
4706,47131,acs145700,accessories,Handbags & Clutches,4.3
4707,80153,acs138478,accessories,Watches,2.2
4708,36360,str186642,stores,Men's Fashion,2.0
4709,56652,wcl183907,women's clothing,Lingerie & Nightwear,2.1
4710,31661,wcl152970,women's clothing,Ethnic Wear,1.8
4711,86931,acs118095,accessories,Handbags & Clutches,3.2
4712,88297,wcl250931,women's clothing,Western Wear,3.6
4713,72817,msh229158,men's shoes,Casual Shoes,1.2
4714,77837,acs220133,accessories,Jewellery,3.6
4715,52864,acs121998,accessories,Handbags & Clutches,1.3
4716,55524,wcl106261,women's clothing,Lingerie & Nightwear,1.8
4717,39518,acs053938,accessories,Jewellery,2.4
4718,16508,str183577,stores,Men's Fashion,4.4
4719,70024,wcl021605,women's clothing,Clothing,1.4
4720,93295,mcl150322,men's clothing,T-shirts & Polos,2.5
4721,83830,mcl117499,men's clothing,Shirts,5.0
4722,13204,msh138745,men's shoes,Formal Shoes,4.3
4723,42896,wcl258374,women's clothing,Ethnic Wear,2.8
4724,72524,str169387,stores,Men's Fashion,4.8
4725,43390,wcl165356,women's clothing,Clothing,1.3
4726,57730,wcl074048,women's clothing,Lingerie & Nightwear,2.5
4727,21692,app002302,appliances,Heating & Cooling Appliances,3.7
4728,99790,app054629,appliances,Washing Machines,3.5
4729,51121,wcl003438,women's clothing,Lingerie & Nightwear,3.6
4730,82608,str087488,stores,Men's Fashion,4.0
4731,72563,ind109218,industrial supplies,Lab & Scientific,1.9
4732,70199,bag113566,bags & luggage,Suitcases & Trolley Bags,1.7
4733,44798,str055525,stores,Women's Fashion,1.0
4734,53437,tvc046632,"tv, audio & cameras",Cameras,3.5
4735,74361,wcl208174,women's clothing,Western Wear,3.1
4736,82412,wcl080807,women's clothing,Western Wear,3.0
4737,15943,str087027,stores,Men's Fashion,1.3
4738,27897,str238595,stores,Sportswear,1.8
4739,32097,str194406,stores,Men's Fashion,4.9
4740,19020,tvc155308,"tv, audio & cameras",Camera Accessories,1.6
4741,17179,app170799,appliances,Heating & Cooling Appliances,1.7
4742,73950,mcl138300,men's clothing,Shirts,1.7
4743,43210,acs104604,accessories,Watches,1.2
4744,14337,tvc206355,"tv, audio & cameras",Security Cameras,1.8
4745,49508,str015323,stores,Men's Fashion,2.3
4746,39592,msh194951,men's shoes,Casual Shoes,3.6
4747,95501,wcl022084,women's clothing,Clothing,3.5
4748,29667,spf197986,sports & fitness,Fitness Accessories,2.7
4749,73686,acs062742,accessories,Bags & Luggage,2.9
4750,30158,wcl241975,women's clothing,Lingerie & Nightwear,3.5
4751,38333,msh175640,men's shoes,Casual Shoes,4.4
4752,83652,tbp197790,toys & baby products,Baby Products,3.3
4753,94776,msh146685,men's shoes,Sports Shoes,1.3
4754,84776,hkt025492,home & kitchen,Home Storage,4.9
4755,17361,tvc204794,"tv, audio & cameras",Home Entertainment Systems,3.9
4756,67051,tvc249058,"tv, audio & cameras",Cameras,4.8
4757,18596,app183875,appliances,Kitchen & Home Appliances,1.9
4758,69480,acs251592,accessories,Jewellery,4.4
4759,59370,msh133136,men's shoes,Formal Shoes,1.7
4760,84882,wcl025853,women's clothing,Ethnic Wear,2.7
4761,57699,wcl127650,women's clothing,Clothing,2.9
4762,32097,acs172341,accessories,Bags & Luggage,2.6
4763,60438,kfa237839,kids' fashion,Kids' Clothing,1.6
4764,39543,wcl257016,women's clothing,Ethnic Wear,1.0
4765,64318,wcl250031,women's clothing,Clothing,1.2
4766,31825,mcl112329,men's clothing,Innerwear,4.0
4767,98816,tvc018793,"tv, audio & cameras",Cameras,2.2
4768,62178,str001185,stores,Men's Fashion,4.0
4769,53894,str093252,stores,Men's Fashion,3.2
4770,54238,acs001818,accessories,Handbags & Clutches,2.5
4771,60635,msh064394,men's shoes,Sports Shoes,3.8
4772,16526,wcl258051,women's clothing,Clothing,2.0
4773,41319,wcl238486,women's clothing,Western Wear,2.8
4774,26028,wcl142952,women's clothing,Western Wear,4.2
4775,88528,spf088165,sports & fitness,Cricket,4.2
4776,64865,wcl059483,women's clothing,Lingerie & Nightwear,2.4
4777,43121,wcl106787,women's clothing,Lingerie & Nightwear,2.3
4778,12815,tvc107819,"tv, audio & cameras",Cameras,1.8
4779,35501,tbp196119,toys & baby products,Baby Products,2.9
4780,91567,mcl116692,men's clothing,T-shirts & Polos,3.7
4781,57228,acs061023,accessories,Bags & Luggage,4.8
4782,84185,wcl052546,women's clothing,Ethnic Wear,2.9
4783,59959,acs012658,accessories,Jewellery,4.6
4784,84654,str208071,stores,Men's Fashion,4.9
4785,59666,ind167970,industrial supplies,Janitorial & Sanitation Supplies,3.4
4786,36104,msh213103,men's shoes,Casual Shoes,3.7
4787,24542,acs014643,accessories,Jewellery,5.0
4788,80215,wcl109932,women's clothing,Ethnic Wear,3.3
4789,88447,tvc178383,"tv, audio & cameras",Home Entertainment Systems,2.8
4790,26971,tvc152857,"tv, audio & cameras",Security Cameras,4.0
4791,79160,acs200579,accessories,Bags & Luggage,3.7
4792,98033,kfa017203,kids' fashion,School Bags,4.5
4793,15030,wcl250281,women's clothing,Ethnic Wear,4.3
4794,24687,tvc187925,"tv, audio & cameras",Camera Accessories,1.4
4795,19020,mcl172030,men's clothing,T-shirts & Polos,3.5
4796,17742,mcl171849,men's clothing,T-shirts & Polos,4.0
4797,16683,msh036605,men's shoes,Formal Shoes,2.5
4798,92379,msh230663,men's shoes,Sports Shoes,3.0
4799,75765,cmb011571,car & motorbike,Motorbike Accessories & Parts,3.4
4800,17229,str006212,stores,Men's Fashion,2.9
4801,75814,app083749,appliances,Heating & Cooling Appliances,3.8
4802,49801,wcl172095,women's clothing,Western Wear,3.0
4803,43367,str099717,stores,Men's Fashion,5.0
4804,40548,tvc015749,"tv, audio & cameras",Cameras,2.0
4805,22783,spf217807,sports & fitness,Camping & Hiking,2.1
4806,61466,acs036111,accessories,Fashion & Silver Jewellery,4.0
4807,50666,wcl259523,women's clothing,Lingerie & Nightwear,3.4
4808,82761,acs184722,accessories,Bags & Luggage,1.6
4809,10561,app200669,appliances,Kitchen & Home Appliances,2.7
4810,14406,mcl178156,men's clothing,Shirts,3.5
4811,93267,mcl250482,men's clothing,Jeans,3.2
4812,83658,msh049644,men's shoes,Casual Shoes,1.3
4813,94016,cmb187582,car & motorbike,Motorbike Accessories & Parts,2.6
4814,39166,msh110241,men's shoes,Formal Shoes,2.7
4815,10588,wcl174971,women's clothing,Western Wear,4.9
4816,44310,acs264599,accessories,Watches,1.3
4817,82190,acs112841,accessories,Bags & Luggage,2.8
4818,96021,app096794,appliances,Kitchen & Home Appliances,4.1
4819,21151,hkt179713,home & kitchen,Kitchen Storage & Containers,4.5
4820,59053,msh026327,men's shoes,Casual Shoes,5.0
4821,97830,hkt103025,home & kitchen,Home Furnishing,3.2
4822,43571,acs022408,accessories,Jewellery,1.6
4823,46089,wcl236962,women's clothing,Western Wear,2.2
4824,45189,tvc099781,"tv, audio & cameras",Home Entertainment Systems,3.9
4825,64281,wcl262212,women's clothing,Lingerie & Nightwear,3.9
4826,88354,acs160392,accessories,Watches,2.8
4827,87062,hkt173251,home & kitchen,Indoor Lighting,3.4
4828,10606,acs181583,accessories,Fashion & Silver Jewellery,3.4
4829,39060,wcl131692,women's clothing,Ethnic Wear,4.2
4830,67366,bth189241,beauty & health,Personal Care Appliances,1.0
4831,23416,tvc044127,"tv, audio & cameras",Camera Accessories,2.8
4832,62178,app195078,appliances,Kitchen & Home Appliances,3.6
4833,98305,wcl045245,women's clothing,Ethnic Wear,1.9
4834,12744,mcl031136,men's clothing,Shirts,3.6
4835,10572,acs150268,accessories,Jewellery,4.2
4836,68011,msh040025,men's shoes,Casual Shoes,5.0
4837,81446,str137959,stores,Men's Fashion,4.0
4838,38308,app137796,appliances,Heating & Cooling Appliances,3.9
4839,83445,tvc221928,"tv, audio & cameras",Televisions,3.5
4840,76598,str170741,stores,Men's Fashion,2.4
4841,26930,acs089648,accessories,Fashion & Silver Jewellery,1.6
4842,67919,str212986,stores,Men's Fashion,1.2
4843,25172,wcl216075,women's clothing,Clothing,1.4
4844,96779,wcl029352,women's clothing,Western Wear,1.0
4845,38733,wcl219979,women's clothing,Ethnic Wear,3.5
4846,16594,acs189159,accessories,Jewellery,2.4
4847,55372,acs172683,accessories,Fashion & Silver Jewellery,2.6
4848,39924,acs137887,accessories,Fashion & Silver Jewellery,4.0
4849,17563,msh111931,men's shoes,Casual Shoes,3.5
4850,82190,kfa174521,kids' fashion,Kids' Fashion,2.0
4851,54861,tvc046643,"tv, audio & cameras",Camera Accessories,4.4
4852,44005,tbp115870,toys & baby products,"Baby Bath, Skin & Grooming",3.2
4853,54509,mcl076832,men's clothing,Jeans,4.5
4854,86791,app122489,appliances,Refrigerators,2.9
4855,40487,wcl137614,women's clothing,Clothing,2.1
4856,83057,acs047338,accessories,Handbags & Clutches,4.8
4857,58377,mcl100880,men's clothing,Innerwear,4.3
4858,41066,spf193016,sports & fitness,Football,4.1
4859,18123,bth222299,beauty & health,Beauty & Grooming,1.6
4860,86960,acs028943,accessories,Bags & Luggage,2.0
4861,51882,msh132539,men's shoes,Formal Shoes,3.3
4862,51555,wcl059813,women's clothing,Western Wear,3.5
4863,15012,wcl250047,women's clothing,Clothing,1.9
4864,46324,acs210115,accessories,Watches,2.4
4865,40371,acs090960,accessories,Handbags & Clutches,2.8
4866,53195,tvc144917,"tv, audio & cameras",Camera Accessories,3.5
4867,31392,tvc111880,"tv, audio & cameras",Home Entertainment Systems,1.5
4868,90832,acs206703,accessories,Handbags & Clutches,1.7
4869,43106,acs247969,accessories,Bags & Luggage,2.1
4870,65458,acs190274,accessories,Fashion & Silver Jewellery,1.7
4871,93408,wcl111875,women's clothing,Ethnic Wear,1.2
4872,75583,app210398,appliances,Kitchen & Home Appliances,2.1
4873,90358,tbp162534,toys & baby products,Nursing & Feeding,4.1
4874,84882,wcl055959,women's clothing,Western Wear,2.8
4875,18089,wcl191366,women's clothing,Ethnic Wear,3.5
4876,45144,tvc134757,"tv, audio & cameras",Camera Accessories,3.3
4877,95423,str125051,stores,Men's Fashion,2.0
4878,50843,acs261361,accessories,Jewellery,4.4
4879,56407,str226576,stores,Men's Fashion,1.2
4880,80192,tvc263338,"tv, audio & cameras",Cameras,3.5
4881,69716,bth035847,beauty & health,Personal Care Appliances,3.0
4882,43492,str041549,stores,Men's Fashion,1.9
4883,37260,spf060914,sports & fitness,Fitness Accessories,1.3
4884,37918,tvc125432,"tv, audio & cameras",Headphones,2.4
4885,75968,cmb135942,car & motorbike,Car Parts,5.0
4886,35715,wcl206542,women's clothing,Western Wear,3.3
4887,99576,acs260346,accessories,Fashion & Silver Jewellery,2.5
4888,55059,acs046266,accessories,Bags & Luggage,4.9
4889,50790,wsh235091,women's shoes,Fashion Sandals,3.2
4890,91014,acs065489,accessories,Watches,3.8
4891,83035,wcl176947,women's clothing,Clothing,1.3
4892,98166,wcl227152,women's clothing,Lingerie & Nightwear,4.9
4893,19953,acs179035,accessories,Handbags & Clutches,4.1
4894,66995,acs091170,accessories,Watches,2.1
4895,89667,acs189768,accessories,Bags & Luggage,3.2
4896,96440,acs225043,accessories,Handbags & Clutches,1.9
4897,75221,str058019,stores,Men's Fashion,2.7
4898,60884,msh023537,men's shoes,Sports Shoes,2.1
4899,26296,app174748,appliances,Kitchen & Home Appliances,1.1
4900,63497,acs227197,accessories,Handbags & Clutches,3.7
4901,51068,msh062075,men's shoes,Casual Shoes,2.7
4902,16198,acs177353,accessories,Fashion & Silver Jewellery,4.7
4903,98052,app010364,appliances,Heating & Cooling Appliances,2.7
4904,24894,acs020735,accessories,Jewellery,3.9
4905,12757,msh070754,men's shoes,Casual Shoes,2.9
4906,92661,str156939,stores,Men's Fashion,2.9
4907,55165,tvc151998,"tv, audio & cameras",Security Cameras,4.4
4908,39712,wcl220941,women's clothing,Ethnic Wear,3.4
4909,94712,acs157474,accessories,Bags & Luggage,4.4
4910,78653,acs218146,accessories,Fashion & Silver Jewellery,3.5
4911,84271,tvc103506,"tv, audio & cameras",Home Entertainment Systems,3.3
4912,49265,wcl124203,women's clothing,Ethnic Wear,5.0
4913,74289,wcl140664,women's clothing,Ethnic Wear,1.1
4914,70024,acs187890,accessories,Handbags & Clutches,1.2
4915,72524,tvc184218,"tv, audio & cameras",Home Entertainment Systems,2.2
4916,55979,acs139433,accessories,Watches,3.9
4917,83049,tvc183987,"tv, audio & cameras",Security Cameras,2.6
4918,30942,acs042693,accessories,Jewellery,3.8
4919,66954,wcl122557,women's clothing,Ethnic Wear,3.5
4920,23063,app097889,appliances,Kitchen & Home Appliances,1.4
4921,30668,msh079571,men's shoes,Sports Shoes,3.8
4922,14337,app091463,appliances,Refrigerators,1.2
4923,50304,hkt239455,home & kitchen,Home Improvement,4.0
4924,95599,tvc102114,"tv, audio & cameras",Speakers,1.6
4925,95654,app065656,appliances,Kitchen & Home Appliances,2.1
4926,65749,mcl149170,men's clothing,T-shirts & Polos,2.2
4927,16453,kfa051650,kids' fashion,School Bags,4.7
4928,71748,str095204,stores,Women's Fashion,3.3
4929,36613,wcl118467,women's clothing,Lingerie & Nightwear,4.0
4930,95654,mcl160998,men's clothing,T-shirts & Polos,4.5
4931,90306,spf250506,sports & fitness,Cricket,4.4
4932,61628,acs064281,accessories,Bags & Luggage,4.1
4933,63776,acs104629,accessories,Fashion & Silver Jewellery,4.1
4934,36399,wcl169300,women's clothing,Western Wear,2.0
4935,15450,tvc006069,"tv, audio & cameras",Speakers,4.8
4936,44971,app162733,appliances,Kitchen & Home Appliances,3.8
4937,71568,msh100753,men's shoes,Sports Shoes,3.0
4938,96411,tvc006724,"tv, audio & cameras",Speakers,3.3
4939,14166,hkt244730,home & kitchen,Home Improvement,1.4
4940,49179,str126266,stores,Men's Fashion,2.8
4941,57119,acs164148,accessories,Jewellery,4.7
4942,95299,mcl045291,men's clothing,Jeans,4.6
4943,57455,acs135615,accessories,Jewellery,4.0
4944,58879,acs163469,accessories,Bags & Luggage,1.5
4945,73691,bth047312,beauty & health,Make-up,2.2
4946,63737,wcl159699,women's clothing,Western Wear,1.1
4947,18596,wcl076866,women's clothing,Clothing,2.2
4948,12476,wcl222189,women's clothing,Western Wear,1.3
4949,58377,msh066644,men's shoes,Sports Shoes,4.3
4950,26240,acs180883,accessories,Handbags & Clutches,1.3
4951,98570,acs256232,accessories,Bags & Luggage,4.1
4952,44125,tvc008556,"tv, audio & cameras",Cameras,1.9
4953,36104,wcl228098,women's clothing,Western Wear,4.3
4954,75332,wcl221444,women's clothing,Western Wear,1.8
4955,66612,tvc023698,"tv, audio & cameras",Headphones,3.2
4956,37918,acs044712,accessories,Bags & Luggage,4.6
4957,57621,kfa034358,kids' fashion,Baby Fashion,4.5
4958,40548,acs194799,accessories,Jewellery,1.2
4959,89304,mcl256715,men's clothing,Shirts,2.1
4960,41759,msh083830,men's shoes,Casual Shoes,4.3
4961,93408,tvc233427,"tv, audio & cameras",Cameras,1.2
4962,30158,mcl153671,men's clothing,T-shirts & Polos,3.8
4963,51882,acs001986,accessories,Fashion & Silver Jewellery,4.5
4964,59496,acs016648,accessories,Jewellery,4.4
4965,78653,tvc158233,"tv, audio & cameras",Security Cameras,3.9
4966,53150,cmb136915,car & motorbike,Car & Bike Care,4.8
4967,84678,wcl026966,women's clothing,Ethnic Wear,2.2
4968,61311,acs151223,accessories,Handbags & Clutches,4.0
4969,80941,tvc045845,"tv, audio & cameras",Home Entertainment Systems,3.3
4970,89667,str148012,stores,Sportswear,1.0
4971,63133,acs179891,accessories,Watches,3.0
4972,37091,app112151,appliances,Kitchen & Home Appliances,3.4
4973,55994,msh207625,men's shoes,Formal Shoes,4.2
4974,52935,msh181848,men's shoes,Sports Shoes,1.4
4975,64281,tvc185142,"tv, audio & cameras",Camera Accessories,5.0
4976,63308,tvc059467,"tv, audio & cameras",Camera Accessories,3.0
4977,44968,acs175850,accessories,Watches,4.6
4978,61195,wcl075502,women's clothing,Ethnic Wear,3.4
4979,50815,spf009687,sports & fitness,Yoga,2.3
4980,95501,mcl016696,men's clothing,Innerwear,2.9
4981,84251,tvc242983,"tv, audio & cameras",Headphones,1.3
4982,67372,wcl198838,women's clothing,Clothing,1.3
4983,34497,mcl241056,men's clothing,T-shirts & Polos,2.2
4984,43284,mcl156612,men's clothing,Shirts,2.3
4985,97793,app146922,appliances,Kitchen & Home Appliances,2.4
4986,82770,acs125273,accessories,Jewellery,1.5
4987,24409,wcl081863,women's clothing,Western Wear,2.1
4988,17229,tvc153701,"tv, audio & cameras",Security Cameras,4.7
4989,25117,msh182733,men's shoes,Sports Shoes,4.0
4990,10927,tvc097896,"tv, audio & cameras",Headphones,3.3
4991,72454,acs072431,accessories,Jewellery,4.6
4992,51204,wcl223961,women's clothing,Clothing,4.7
4993,51019,spf232053,sports & fitness,Yoga,1.9
4994,24693,wcl153878,women's clothing,Lingerie & Nightwear,2.8
4995,65169,wcl029878,women's clothing,Western Wear,3.8
4996,76466,ggf181653,grocery & gourmet foods,"Coffee, Tea & Beverages",1.3
4997,55210,acs139388,accessories,Fashion & Silver Jewellery,2.1
4998,36124,acs098652,accessories,Fashion & Silver Jewellery,1.8
4999,88177,app105492,appliances,Heating & Cooling Appliances,1.5
5000,26497,str235860,stores,Men's Fashion,3.2
5001,31371,mcl061875,men's clothing,Innerwear,2.4
5002,52722,tvc001340,"tv, audio & cameras",Home Entertainment Systems,4.3
5003,77741,acs088082,accessories,Handbags & Clutches,4.5
5004,95959,wcl092238,women's clothing,Ethnic Wear,3.2
5005,18219,acs192069,accessories,Jewellery,3.4
5006,91335,wcl144913,women's clothing,Ethnic Wear,1.9
5007,98275,wcl210512,women's clothing,Western Wear,2.7
5008,85987,acs096348,accessories,Jewellery,3.5
5009,95426,acs156306,accessories,Fashion & Silver Jewellery,1.9
